EP, 05, 2019072118,   , BEST,   0, 132N, 1160W,  30, 1006, LO,   0,    ,    0,    0,    0,    0, 1010,  180,  60,  40,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 013, 
EP, 05, 2019072200,   , BEST,   0, 139N, 1161W,  30, 1006, LO,   0,    ,    0,    0,    0,    0, 1010,  200,  60,  40,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 013, 
EP, 05, 2019072206,   , BEST,   0, 147N, 1162W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1010,  200,  50,  40,   0,   E,   0,    ,   0,   0,       FIVE, M,  0,    ,    0,    0,    0,    0, genesis-num, 013, TRANSITIONED, epA72019 to ep052019, 
EP, 05, 2019072212,   , BEST,   0, 156N, 1163W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1010,  200,  50,  40,   0,   E,   0,    ,   0,   0,       FIVE, M,  0,    ,    0,    0,    0,    0, genesis-num, 013, 
EP, 05, 2019072218,   , BEST,   0, 165N, 1165W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1010,  200,  50,  40,   0,   E,   0,    ,   0,   0,       FIVE, M,  0,    ,    0,    0,    0,    0, genesis-num, 013, 
EP, 05, 2019072300,   , BEST,   0, 172N, 1168W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1010,  200,  60,  40,   0,   E,   0,    ,   0,   0,       FIVE, M,  0,    ,    0,    0,    0,    0, genesis-num, 013, 
EP, 05, 2019072306,   , BEST,   0, 178N, 1171W,  35, 1005, TS,  34, NEQ,    0,   80,   80,    0, 1010,  200,  60,  45,   0,   E,   0,    ,   0,   0,     DALILA, M,  0,    ,    0,    0,    0,    0, genesis-num, 013, 
EP, 05, 2019072312,   , BEST,   0, 183N, 1174W,  40, 1005, TS,  34, NEQ,    0,   80,   80,    0, 1011,  200,  60,  45,   0,   E,   0,    ,   0,   0,     DALILA, M,  0,    ,    0,    0,    0,    0, genesis-num, 013, 
EP, 05, 2019072318,   , BEST,   0, 188N, 1178W,  35, 1006, TS,  34, NEQ,    0,   80,   80,    0, 1012,  180,  60,  45,   0,   E,   0,    ,   0,   0,     DALILA, M, 12, NEQ,   80,   80,    0,    0, genesis-num, 013, 
EP, 05, 2019072400,   , BEST,   0, 192N, 1182W,  35, 1006, TS,  34, NEQ,    0,   80,    0,    0, 1012,  180,  60,  45,   0,   E,   0,    ,   0,   0,     DALILA, M,  0,    ,    0,    0,    0,    0, genesis-num, 013, 
EP, 05, 2019072406,   , BEST,   0, 197N, 1186W,  30, 1007, TD,   0,    ,    0,    0,    0,    0, 1012,  180,  60,  40,   0,   E,   0,    ,   0,   0,     DALILA, M, 12, NEQ,   90,   90,    0,    0, genesis-num, 013, 
EP, 05, 2019072412,   , BEST,   0, 202N, 1190W,  30, 1007, TD,   0,    ,    0,    0,    0,    0, 1010,  180,  60,  40,   0,   E,   0,    ,   0,   0,     DALILA, M, 12, NEQ,   90,   90,    0,    0, genesis-num, 013, 
EP, 05, 2019072418,   , BEST,   0, 206N, 1195W,  25, 1008, TD,   0,    ,    0,    0,    0,    0, 1013,  150,  50,  35,   0,   E,   0,    ,   0,   0,     DALILA, S,  0,    ,    0,    0,    0,    0, genesis-num, 013, 
EP, 05, 2019072500,   , BEST,   0, 211N, 1198W,  25, 1008, TD,   0,    ,    0,    0,    0,    0, 1013,  150,  60,  35,   0,   E,   0,    ,   0,   0,     DALILA, S,  0,    ,    0,    0,    0,    0, genesis-num, 013, 
EP, 05, 2019072506,   , BEST,   0, 214N, 1202W,  25, 1009, TD,   0,    ,    0,    0,    0,    0, 1013,  150,  70,  35,   0,   E,   0,    ,   0,   0,     DALILA, S,  0,    ,    0,    0,    0,    0, genesis-num, 013, 
EP, 05, 2019072512,   , BEST,   0, 218N, 1205W,  20, 1009, LO,  34, NEQ,    0,    0,    0,    0, 1013,  150,  70,  30,   0,   E,   0,    ,   0,   0,     DALILA, S,  0,    ,    0,    0,    0,    0, genesis-num, 013, 
